id,qid1,qid2,question1,question2,is_duplicate,qID_Q1,part_of_speech_counter_Q1,number_of_numbers_Q1,number_of_words_Q1,length_of_longest_word_Q1,word2vec_mean_of_question_Q1,counter_question_words_Q1,th3_biggest_tfidf_Q1,qID_Q2,part_of_speech_counter_Q2,number_of_numbers_Q2,number_of_words_Q2,length_of_longest_word_Q2,word2vec_mean_of_question_Q2,counter_question_words_Q2,th3_biggest_tfidf_Q2,diff_between_number_of_words,diff_between_number_of_numbers,diff_between_length_of_longest_word,diff_between_counter_question_words,similarity_between_word2vec_mean_of_question,sum_diff_part_of_speech_counter,number_of_common_words,number_of_common_words_without_stopwords,both_containing_parenthesis
334,667,668,How much CGPA I require to get an admission for MTech CSE at IIT Madras?,Can I get a job in a consulting firm after Mtech in CSE from IIT?,0,667,"Counter({'NN': 6, 'IN': 2, 'WRB': 1, 'JJ': 1, 'VBP': 1, 'TO': 1, 'VB': 1, 'DT': 1, 'NNS': 1, '.': 1})",0,15,9,anyway,1,"{'cgpa': 8.595638629866983, 'madras': 8.595638629866983, 'mtech': 8.190173521758819}",668,"Counter({'NN': 6, 'IN': 4, 'VB': 2, 'DT': 2, 'MD': 1, '.': 1})",0,15,10,BrokeAss_Blog_Need,0,"{'consulting': 8.595638629866983, 'firm': 7.6793478979928285, 'mtech': 8.190173521758819}",0,0,1,1,0.31710344552993774,9,3,3,0
335,669,670,Is there a biological reason that people cry when they are emotional?,What is the biological reason for crying?,0,669,"Counter({'JJ': 2, 'VBP': 2, 'VBZ': 1, 'EX': 1, 'DT': 1, 'NN': 1, 'WDT': 1, 'NNS': 1, 'WRB': 1, 'PRP': 1, '.': 1})",0,12,10,there,1,"{'biological': 7.902491449307038, 'emotional': 8.595638629866983, 'reason': 6.64972848081167}",670,"Counter({'WP': 1, 'VBZ': 1, 'DT': 1, 'JJ': 1, 'NN': 1, 'IN': 1, 'VBG': 1, '.': 1})",0,7,10,reason,1,"{'biological': 7.902491449307038, 'crying': 8.595638629866983, 'reason': 6.64972848081167}",5,0,0,0,0.3796972632408142,8,2,2,0
336,671,672,What are 5 facts about the earth's crust?,How does the Earth's core affect its crust?,0,671,"Counter({'NN': 2, 'WDT': 1, 'VBP': 1, 'CD': 1, 'NNS': 1, 'IN': 1, 'DT': 1, 'POS': 1, '.': 1})",1,8,7,what,1,"{'crust': 8.190173521758819, ""earth's"": 8.190173521758819, 'facts': 7.3428756613716155}",672,"Counter({'NN': 4, 'WRB': 1, 'VBZ': 1, 'DT': 1, 'POS': 1, 'PRP$': 1, '.': 1})",0,8,7,does,1,"{'core': 6.986200717432883, 'crust': 8.190173521758819, ""earth's"": 8.190173521758819}",0,1,0,0,0.3123379051685333,7,2,1,0
337,673,674,Why does ISRO not use friction stir welding technology?,Should a guy re-evaluate his current relationship and feelings if he's worried about temptation hanging out with a girl that he was friends with?,0,673,"Counter({'NN': 3, 'WRB': 1, 'VBZ': 1, 'VB': 1, 'RB': 1, 'JJ': 1, 'VBG': 1, '.': 1})",0,9,10,friction,1,"{'friction': 8.595638629866983, 'isro': 8.595638629866983, 'stir': 8.595638629866983, 'welding': 8.595638629866983}",674,"Counter({'IN': 5, 'NN': 4, 'DT': 2, 'NNS': 2, 'PRP': 2, 'MD': 1, 'VB': 1, 'PRP$': 1, 'JJ': 1, 'CC': 1, 'VBZ': 1, 'VBN': 1, 'VBG': 1, 'RP': 1, 'VBD': 1, '.': 1})",0,24,12,pioneer_LaLanne,0,"{""he's"": 8.190173521758819, 're-evaluate': 8.595638629866983, 'temptation': 8.595638629866983}",15,0,2,1,0.07446777820587158,3,0,0,0
338,675,676,I wish to simulate a fake location for an app running on my iOS device. How do you fake a GPS location for iOS without jailbreaking as a non-coder?,How can I fake my iPhone location without jailbreaking?,0,675,"Counter({'NN': 6, 'IN': 5, 'DT': 4, 'JJ': 3, 'VBP': 2, 'VB': 2, 'VBG': 2, '.': 2, 'TO': 1, 'PRP$': 1, 'WRB': 1, 'PRP': 1, 'NNS': 1})",0,30,12,jailbroken_iPad,1,"{'fake': 15.358695795985657, 'ios': 14.183122466181418, 'location': 15.804982898614076}",676,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, 'MD': 1, 'PRP$': 1, 'IN': 1, 'VBG': 1, '.': 1})",0,9,12,iphone,1,"{'fake': 7.6793478979928285, 'jailbreaking': 7.902491449307038, 'location': 7.902491449307038}",21,0,0,0,0.5490326285362244,22,6,5,0
339,677,678,What would be the best way to quit smoking?,How did you quit/stop smoking?,1,677,"Counter({'VB': 2, 'NN': 2, 'WP': 1, 'MD': 1, 'DT': 1, 'JJS': 1, 'TO': 1, '.': 1})",0,9,7,what,1,"{'quit': 7.6793478979928285, 'smoking': 7.6793478979928285, 'way': 5.04029056837757}",678,"Counter({'WRB': 1, 'VBD': 1, 'PRP': 1, 'VB': 1, 'NN': 1, '.': 1})",0,7,7,do,1,"{'quit': 7.6793478979928285, 'smoking': 7.6793478979928285, 'stop': 5.625224164297282}",2,0,0,0,0.5533013939857483,7,1,1,0
340,679,680,Which is the best programing language for tcs?,Which is the best programming language?,0,679,"Counter({'NN': 3, 'WDT': 1, 'VBZ': 1, 'DT': 1, 'JJS': 1, 'IN': 1, '.': 1})",0,8,10,programing,1,"{'language': 5.762425285810767, 'programing': 8.190173521758819, 'tcs': 7.497026341198874}",680,"Counter({'NN': 2, 'WDT': 1, 'VBZ': 1, 'DT': 1, 'JJS': 1, '.': 1})",0,6,11,language,1,"{'best': 3.462785703046478, 'language': 5.762425285810767, 'programming': 5.887588428764773}",2,0,1,0,0.31151196360588074,2,4,2,0
341,681,682,Earthquake resistant homes?,How do earthquake resistant buildings work?,1,681,"Counter({'NN': 1, 'JJ': 1, 'NNS': 1, '.': 1})",0,3,10,earthquake,0,"{'earthquake': 7.6793478979928285, 'homes': 8.595638629866983, 'resistant': 8.190173521758819}",682,"Counter({'VB': 2, 'WRB': 1, 'JJ': 1, 'NN': 1, 'NNS': 1, '.': 1})",0,6,10,earthquake,1,"{'buildings': 8.595638629866983, 'earthquake': 7.6793478979928285, 'resistant': 8.190173521758819}",3,0,0,1,1.0,0,1,1,0
342,683,684,Is Kristen Stewart a bad actress?  Why or why not?,Is Jennifer Lawrence a bad actress?,0,683,"Counter({'RB': 2, '.': 2, 'WRB': 2, 'VBZ': 1, 'VBN': 1, 'DT': 1, 'JJ': 1, 'NN': 1, 'CC': 1})",0,11,7,HollywoodLifers,2,"{'actress': 7.902491449307038, 'kristen': 8.595638629866983, 'stewart': 8.595638629866983}",684,"Counter({'NN': 3, 'VBZ': 1, 'DT': 1, 'JJ': 1, '.': 1})",0,6,8,jennifer,0,"{'actress': 7.902491449307038, 'jennifer': 8.595638629866983, 'lawrence': 8.190173521758819}",5,0,1,2,0.43607091903686523,9,4,3,0
343,685,686,Why do some Japanese guys try to look feminine? Don't the girls find it gross?,Why have most of the guys in India become so desperate? Don't they know that girls don't always look for relationships? Would it hurt guys to become our friend first?,0,685,"Counter({'VBP': 4, 'NNS': 3, 'DT': 2, 'VB': 2, '.': 2, 'WRB': 1, 'TO': 1, 'RB': 1, 'PRP': 1, 'JJ': 1})",0,16,8,do,1,"{'feminine': 8.595638629866983, 'gross': 7.209344268747093, 'guys': 7.209344268747093}",686,"Counter({'RB': 5, 'VBP': 4, 'IN': 4, 'NNS': 4, '.': 3, 'VB': 3, 'JJ': 2, 'NN': 2, 'PRP': 2, 'WRB': 1, 'JJS': 1, 'DT': 1, 'MD': 1, 'TO': 1, 'PRP$': 1})",0,32,13,really,1,"{'desperate': 8.190173521758819, ""don't"": 11.199812712625985, 'guys': 14.418688537494186, 'hurt': 8.190173521758819}",16,0,5,0,0.5848307609558105,10,8,5,0
344,687,688,What are the five most popular sugar daddy websites?,What is it like to date a cougar or a sugar daddy?,0,687,"Counter({'NN': 2, 'WDT': 1, 'VBP': 1, 'DT': 1, 'CD': 1, 'RBS': 1, 'JJ': 1, 'NNS': 1, '.': 1})",0,9,8,BY_ANDY_THOMPSON,1,"{'daddy': 8.190173521758819, 'popular': 7.209344268747093, 'sugar': 7.497026341198874}",688,"Counter({'NN': 4, 'DT': 2, 'WP': 1, 'VBZ': 1, 'PRP': 1, 'IN': 1, 'TO': 1, 'CC': 1, '.': 1})",0,12,6,misspell_Murkowski,1,"{'cougar': 8.595638629866983, 'daddy': 8.190173521758819, 'sugar': 7.497026341198874}",3,0,2,0,0.6254830360412598,9,2,2,0
345,689,690,What is the VTU 1st sem exam time table of 2016 (Dec)?,How do I frame my time table for 4 months to crack Gate 2016?,0,689,"Counter({'NN': 6, 'CD': 2, 'WP': 1, 'VBZ': 1, 'DT': 1, 'IN': 1, '(': 1, ')': 1, '.': 1})",1,14,5,dec,1,"{'1st': 8.190173521758819, 'sem': 8.190173521758819, 'vtu': 8.595638629866983}",690,"Counter({'NN': 3, 'VB': 2, 'CD': 2, 'WRB': 1, 'VBP': 1, 'RB': 1, 'PRP$': 1, 'IN': 1, 'NNS': 1, 'TO': 1, '.': 1})",1,14,6,just,1,"{'crack': 8.190173521758819, 'frame': 8.190173521758819, 'table': 7.902491449307038}",0,0,1,0,0.028900235891342163,8,2,2,0
346,691,692,What is the best phone to buy below 15k?,Which are best mobile phones to buy under 15000?,1,691,"Counter({'WP': 1, 'VBZ': 1, 'DT': 1, 'JJS': 1, 'NN': 1, 'TO': 1, 'VB': 1, 'IN': 1, 'CD': 1, '.': 1})",0,9,5,what,1,"{'15k': 7.6793478979928285, 'buy': 5.762425285810767, 'phone': 5.677867897782704}",692,"Counter({'WDT': 1, 'VBP': 1, 'JJS': 1, 'JJ': 1, 'NNS': 1, 'TO': 1, 'VB': 1, 'IN': 1, 'CD': 1, '.': 1})",0,9,6,phones,1,"{'15000': 8.595638629866983, 'mobile': 6.110731980078983, 'phones': 7.3428756613716155}",0,0,1,0,0.12090685963630676,4,3,2,0
347,693,694,How do we start a business?,How do I start business from nothing?,1,693,"Counter({'WRB': 1, 'VBP': 1, 'PRP': 1, 'VB': 1, 'DT': 1, 'NN': 1, '.': 1})",0,6,8,do,1,"{'?': 1.0007542426504639, 'business': 6.293053536872938, 'start': 5.211248366521209}",694,"Counter({'VBP': 2, 'NN': 2, 'WRB': 1, 'JJ': 1, 'IN': 1, '.': 1})",0,7,8,do,1,"{'?': 1.0007542426504639, 'business': 6.293053536872938, 'start': 5.211248366521209}",1,0,0,0,1.0,5,3,2,0
348,695,696,What's the best near-death experience you've ever had?,Has anyone ever had a near-death experience?,1,695,"Counter({'WP': 1, 'VBZ': 1, 'DT': 1, 'JJS': 1, 'JJ': 1, 'NN': 1, 'PRP': 1, 'VBP': 1, 'RB': 1, 'VBN': 1, '.': 1})",0,8,10,'ve,0,"{'experience': 6.723836452965392, 'near-death': 8.190173521758819, ""you've"": 6.516197088187147}",696,"Counter({'NN': 2, 'VBZ': 1, 'RB': 1, 'VBD': 1, 'DT': 1, 'JJ': 1, '.': 1})",0,7,10,ever,0,"{'?': 1.0007542426504639, 'experience': 6.723836452965392, 'near-death': 8.190173521758819}",1,0,0,0,0.5178906917572021,6,2,2,0
349,697,698,Why do I keep getting fleas from my dogs?,How can I keep my dog from getting fleas?,1,697,"Counter({'VB': 2, 'WRB': 1, 'VBP': 1, 'VBG': 1, 'RB': 1, 'IN': 1, 'PRP$': 1, 'NNS': 1, '.': 1})",0,9,7,do,1,"{'dogs': 7.209344268747093, 'fleas': 8.190173521758819, 'getting': 6.398414052530764}",698,"Counter({'VB': 2, 'WRB': 1, 'MD': 1, 'PRP$': 1, 'NN': 1, 'IN': 1, 'VBG': 1, 'NNS': 1, '.': 1})",0,9,7,Why_couldn'tI,1,"{'dog': 7.091561233090709, 'fleas': 8.190173521758819, 'getting': 6.398414052530764}",0,0,0,0,0.4524790644645691,2,5,3,0
350,699,700,What year did the letter J come?,When was the Letter J created?,1,699,"Counter({'NN': 3, 'WP': 1, 'VBD': 1, 'DT': 1, 'VBN': 1, '.': 1})",0,7,6,what,1,"{'come': 6.197743357068613, 'j': 7.902491449307038, 'letter': 7.497026341198874}",700,"Counter({'VBD': 2, 'NN': 2, 'WRB': 1, 'DT': 1, '.': 1})",0,6,7,letter,1,"{'created': 6.890890537628558, 'j': 7.902491449307038, 'letter': 7.497026341198874}",1,0,1,0,0.15997657179832458,4,2,1,0
351,701,702,Harvard College Courses: What is general shopping advice for Turkish classes?,Harvard College Courses: What is general shopping advice for Tamil classes?,0,701,"Counter({'NN': 3, 'NNS': 2, 'JJ': 2, 'RB': 1, ':': 1, 'WP': 1, 'VBZ': 1, 'IN': 1, '.': 1})",0,12,8,courses,1,"{'classes': 7.3428756613716155, 'harvard': 7.3428756613716155, 'turkish': 8.595638629866983}",702,"Counter({'NN': 4, 'NNS': 2, 'RB': 1, ':': 1, 'WP': 1, 'VBZ': 1, 'JJ': 1, 'IN': 1, '.': 1})",0,12,8,courses,1,"{'classes': 7.3428756613716155, 'harvard': 7.3428756613716155, 'tamil': 7.497026341198874}",0,0,0,0,1.0,2,10,8,0
352,703,704,How do I send message from one Android phone to another Android phone through bluetooth?,How do I transfer my contacts from one Android phone to another Android phone?,0,703,"Counter({'NN': 5, 'VB': 2, 'IN': 2, 'DT': 2, 'WRB': 1, 'VBP': 1, 'CD': 1, 'TO': 1, '.': 1})",0,15,9,tmo,1,"{'android': 12.221463960157966, 'bluetooth': 8.190173521758819, 'phone': 11.355735795565408}",704,"Counter({'NN': 4, 'WRB': 1, 'VBP': 1, 'RB': 1, 'VB': 1, 'PRP$': 1, 'NNS': 1, 'IN': 1, 'CD': 1, 'TO': 1, 'DT': 1, '.': 1})",0,14,8,droid_x,1,"{'android': 12.221463960157966, 'contacts': 8.190173521758819, 'phone': 11.355735795565408}",1,0,1,0,0.7610310316085815,4,9,6,0
648,1293,1294,How do I find love in life?,How do I find the love of my life?,1,1293,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, 'VBP': 1, 'IN': 1, '.': 1})",0,7,4,do,1,"{'?': 1.0007542426504639, 'life': 4.89433665575449, 'love': 5.792278248960448}",1294,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, 'VBP': 1, 'DT': 1, 'IN': 1, 'PRP$': 1, '.': 1})",0,9,4,I,1,"{'?': 1.0007542426504639, 'life': 4.89433665575449, 'love': 5.792278248960448}",2,0,0,0,0.5432289242744446,0,6,5,0
649,1295,1296,"Which option is better to reduce weight, swimming or gym?","Is it possible to burn 1000 calories each day? If yes, how?",0,1295,"Counter({'NN': 4, 'WDT': 1, 'VBZ': 1, 'RBR': 1, 'TO': 1, 'VB': 1, ',': 1, 'CC': 1, '.': 1})",0,11,8,Eating_healthily,1,"{'gym': 7.6793478979928285, 'option': 7.209344268747093, 'swimming': 7.6793478979928285}",1296,"Counter({'.': 2, 'VBZ': 1, 'PRP': 1, 'JJ': 1, 'TO': 1, 'VB': 1, 'CD': 1, 'NNS': 1, 'DT': 1, 'NN': 1, 'IN': 1, 'RB': 1, ',': 1, 'WRB': 1})",1,14,8,it,1,"{'burn': 7.6793478979928285, 'calories': 7.209344268747093, 'yes': 7.091561233090709}",3,1,0,0,0.36345601081848145,7,1,0,0
650,1297,1298,Is there any way to get rid of gynecomastia?,How can I get rid of man boobs?,1,1297,"Counter({'NN': 2, 'VBZ': 1, 'EX': 1, 'DT': 1, 'TO': 1, 'VB': 1, 'JJ': 1, 'IN': 1, '.': 1})",0,9,12,do,0,"{'gynecomastia': 8.595638629866983, 'rid': 6.986200717432883, 'way': 5.04029056837757}",1298,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, 'MD': 1, 'JJ': 1, 'IN': 1, '.': 1})",0,8,5,AdrianneCurry_@,1,"{'boobs': 8.595638629866983, 'man': 6.803879160638928, 'rid': 6.986200717432883}",1,0,7,1,0.40282830595970154,5,3,2,0
651,1299,1300,Which payment gateway in Saudi that using to collect and pay money from/to multiple ?,"Which are all the stress free, relatively easy to get jobs in India that pay a decent sum of money and allow you to pursue other interests?",0,1299,"Counter({'NN': 6, 'IN': 2, 'VB': 2, 'WDT': 1, 'VBG': 1, 'TO': 1, 'CC': 1, '.': 1})",0,16,8,payment,1,"{'collect': 8.190173521758819, 'gateway': 8.595638629866983, 'saudi': 8.595638629866983}",1300,"Counter({'NN': 4, 'JJ': 4, 'VB': 3, 'IN': 3, 'DT': 2, 'TO': 2, 'NNS': 2, 'WDT': 1, 'VBP': 1, 'PDT': 1, ',': 1, 'RB': 1, 'VBZ': 1, 'CC': 1, 'PRP': 1, '.': 1})",0,28,10,BY_ANDY_THOMPSON,1,"{'relatively': 8.190173521758819, 'stress': 8.595638629866983, 'sum': 8.595638629866983}",12,0,2,0,0.3247338533401489,6,7,3,0
652,1301,1302,Are there any scientific reasons behind Hindu temples?,What is the scientific reason behind visiting temples?,1,1301,"Counter({'NNS': 2, 'VBP': 1, 'EX': 1, 'DT': 1, 'JJ': 1, 'IN': 1, 'NN': 1, '.': 1})",0,8,10,hindu,0,"{'hindu': 7.6793478979928285, 'scientific': 7.902491449307038, 'temples': 7.902491449307038}",1302,"Counter({'WP': 1, 'VBZ': 1, 'DT': 1, 'JJ': 1, 'NN': 1, 'IN': 1, 'VBG': 1, 'NNS': 1, '.': 1})",0,8,10,why,1,"{'scientific': 7.902491449307038, 'temples': 7.902491449307038, 'visiting': 7.3428756613716155}",0,0,0,1,0.11340855062007904,3,3,3,0
653,1303,1304,Is (male) circumcision required in Islam?,Is circumcision allowed in Islam?,0,1303,"Counter({'NN': 3, 'VBZ': 1, '(': 1, ')': 1, 'VBN': 1, 'IN': 1, '.': 1})",0,8,12,circumcision,0,"{'circumcision': 8.190173521758819, 'islam': 7.209344268747093, 'male': 7.209344268747093}",1304,"Counter({'NN': 2, 'VBZ': 1, 'VBN': 1, 'IN': 1, '.': 1})",0,5,12,circumcision,0,"{'allowed': 7.902491449307038, 'circumcision': 8.190173521758819, 'islam': 7.209344268747093}",3,0,0,0,1.0,3,4,3,0
654,1305,1306,Where can I get super high quality photos for any photo booth services in Sydney?,Where can I get professional photo booths service in Sydney?,1,1305,"Counter({'NN': 4, 'VB': 2, 'JJ': 2, 'NNS': 2, 'IN': 2, 'WRB': 1, 'MD': 1, 'DT': 1, '.': 1})",0,15,8,giddily_snapping,1,"{'booth': 8.595638629866983, 'photo': 7.497026341198874, 'photos': 7.497026341198874, 'super': 7.6793478979928285}",1306,"Counter({'NN': 3, 'VB': 2, 'WRB': 1, 'MD': 1, 'JJ': 1, 'NNS': 1, 'IN': 1, '.': 1})",0,10,12,JeremyShockey_@,1,"{'booths': 8.595638629866983, 'photo': 7.497026341198874, 'professional': 7.902491449307038}",5,0,4,0,0.5804793834686279,5,7,5,0
655,1307,1308,How can I find out whom I sent a friend request to on Instagram?,How do you send a friend request on Instagram?,0,1307,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, 'MD': 1, 'RP': 1, 'WP': 1, 'JJ': 1, 'VBD': 1, 'DT': 1, 'TO': 1, 'IN': 1, 'NNS': 1, '.': 1})",0,14,9,Sorry_ma'am,1,"{'friend': 6.2442633727035055, 'instagram': 6.2442633727035055, 'request': 7.902491449307038, 'sent': 7.3428756613716155}",1308,"Counter({'NN': 3, 'VB': 2, 'WRB': 1, 'PRP': 1, 'DT': 1, 'IN': 1, '.': 1})",0,9,9,do,1,"{'friend': 6.2442633727035055, 'instagram': 6.2442633727035055, 'request': 7.902491449307038, 'send': 6.5807356093247185}",5,0,0,0,0.5295019745826721,8,6,4,0
656,1309,1310,How can I control on my anger?,How can someone control their anger?,1,1309,"Counter({'NN': 2, 'WRB': 1, 'MD': 1, 'VB': 1, 'IN': 1, 'PRP$': 1, '.': 1})",0,7,7,my,1,"{'?': 1.0007542426504639, 'anger': 8.190173521758819, 'control': 7.3428756613716155}",1310,"Counter({'NN': 2, 'WRB': 1, 'MD': 1, 'VB': 1, 'PRP$': 1, '.': 1})",0,6,7,how,1,"{'?': 1.0007542426504639, 'anger': 8.190173521758819, 'control': 7.3428756613716155}",1,0,0,0,0.15073040127754211,1,4,3,0
657,1311,1312,What are genders?,What is Gender Profiling?,0,1311,"Counter({'WDT': 1, 'VBP': 1, 'NNS': 1, '.': 1})",0,3,7,genders,1,"{'?': 1.0007542426504639, 'genders': 8.190173521758819}",1312,"Counter({'VBG': 2, 'WP': 1, 'VBZ': 1, '.': 1})",0,4,9,gender,1,"{'?': 1.0007542426504639, 'gender': 7.902491449307038, 'profiling': 8.595638629866983}",1,0,2,0,0.6371079683303833,3,1,1,0
658,1313,1314,How do I get off Quora?,How do get out of Quora?,1,1313,"Counter({'VB': 2, 'WRB': 1, 'VBP': 1, 'RP': 1, 'NNS': 1, '.': 1})",0,6,5,do,1,"{'?': 1.0007542426504639, 'quora': 4.857969011583615}",1314,"Counter({'VB': 2, 'IN': 2, 'WRB': 1, 'NNS': 1, '.': 1})",0,6,5,do,1,"{'?': 1.0007542426504639, 'quora': 4.857969011583615}",0,0,0,0,1.0,2,4,3,0
659,1315,1316,How long can raw and cooked sausage last refrigerated?,How long does onigiri last if left refrigerated? How can it be kept longer?,0,1315,"Counter({'JJ': 2, 'VBN': 2, 'WRB': 1, 'MD': 1, 'VB': 1, 'CC': 1, 'NN': 1, '.': 1})",0,9,12,cooked,1,"{'cooked': 8.595638629866983, 'refrigerated': 8.190173521758819, 'sausage': 8.595638629866983}",1316,"Counter({'VBN': 3, 'WRB': 2, 'JJ': 2, 'IN': 2, '.': 2, 'VBZ': 1, 'MD': 1, 'PRP': 1, 'VB': 1, 'RB': 1})",0,15,12,not,2,"{'kept': 8.595638629866983, 'onigiri': 8.595638629866983, 'refrigerated': 8.190173521758819}",6,0,0,1,0.09828464686870575,5,5,4,0
660,1317,1318,What are the best available smartphones gadgets?,What are some of the best smartphones technology gadgets?,1,1317,"Counter({'NNS': 2, 'WDT': 1, 'VBP': 1, 'DT': 1, 'RBS': 1, 'JJ': 1, '.': 1})",0,7,11,gizmos_aplenty,1,"{'available': 6.64972848081167, 'gadgets': 7.6793478979928285, 'smartphones': 7.902491449307038}",1318,"Counter({'DT': 2, 'NNS': 2, 'WDT': 1, 'VBP': 1, 'IN': 1, 'JJS': 1, 'NN': 1, '.': 1})",0,9,11,gizmos_aplenty,1,"{'gadgets': 7.6793478979928285, 'smartphones': 7.902491449307038, 'technology': 7.209344268747093}",2,0,0,0,1.0,3,6,4,0
661,1319,1320,How does it feel to be a closeted gay in India?,How does it feel to be homosexual in India?,1,1319,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, 'VBZ': 1, 'PRP': 1, 'TO': 1, 'DT': 1, 'JJ': 1, 'IN': 1, '.': 1})",0,11,8,Maxine_Sis_Cluse,1,"{'closeted': 8.595638629866983, 'feel': 5.575213743722621, 'gay': 7.497026341198874}",1320,"Counter({'VB': 2, 'WRB': 1, 'VBZ': 1, 'PRP': 1, 'TO': 1, 'JJ': 1, 'IN': 1, 'NN': 1, '.': 1})",0,9,10,not,1,"{'feel': 5.575213743722621, 'homosexual': 8.595638629866983, 'india': 4.376130924690877}",2,0,2,0,0.4455913305282593,2,8,3,0
662,1321,1322,Can we switch roles at Amazon?,How important is the role of TPM at Amazon?,0,1321,"Counter({'MD': 1, 'PRP': 1, 'VB': 1, 'NNS': 1, 'IN': 1, 'NN': 1, '.': 1})",0,6,6,amazon,0,"{'amazon': 7.209344268747093, 'roles': 7.902491449307038, 'switch': 7.3428756613716155}",1322,"Counter({'NN': 3, 'IN': 2, 'WRB': 1, 'JJ': 1, 'VBZ': 1, 'DT': 1, '.': 1})",0,9,9,below_concisely_summarizes,1,"{'amazon': 7.209344268747093, 'role': 7.091561233090709, 'tpm': 8.595638629866983}",3,0,3,1,0.17894518375396729,7,2,1,0
663,1323,1324,What happens if dictatorship is continuing in the present days?,What happens if a dictatorship continues in the present day?,1,1323,"Counter({'VBZ': 2, 'IN': 2, 'WP': 1, 'NN': 1, 'VBG': 1, 'DT': 1, 'JJ': 1, 'NNS': 1, '.': 1})",0,10,12,happens,1,"{'continuing': 8.595638629866983, 'dictatorship': 8.190173521758819, 'present': 7.6793478979928285}",1324,"Counter({'VBZ': 2, 'IN': 2, 'DT': 2, 'NN': 2, 'WP': 1, 'JJ': 1, '.': 1})",0,10,12,happens,1,"{'continues': 8.595638629866983, 'dictatorship': 8.190173521758819, 'present': 7.6793478979928285}",0,0,0,0,1.0,4,7,4,0
664,1325,1326,What makes a great cup of coffee great?,What makes a perfect cup of coffee?,1,1325,"Counter({'JJ': 2, 'NN': 2, 'WDT': 1, 'VBZ': 1, 'DT': 1, 'IN': 1, '.': 1})",0,8,6,great,1,"{'coffee': 7.3428756613716155, 'cup': 7.497026341198874, 'great': 13.447672905930784}",1326,"Counter({'NN': 2, 'WDT': 1, 'VBZ': 1, 'DT': 1, 'JJ': 1, 'IN': 1, '.': 1})",0,7,7,cup,1,"{'coffee': 7.3428756613716155, 'cup': 7.497026341198874, 'perfect': 8.595638629866983}",1,0,1,0,0.11952047049999237,1,5,3,0
665,1327,1328,Is the US election rigged?,Was the US election rigged?,1,1327,"Counter({'VBZ': 1, 'DT': 1, 'PRP': 1, 'NN': 1, 'VBD': 1, '.': 1})",0,5,8,election,0,"{'?': 1.0007542426504639, 'election': 6.153291594497779, 'rigged': 8.190173521758819}",1328,"Counter({'VBD': 2, 'DT': 1, 'PRP': 1, 'NN': 1, '.': 1})",0,5,8,rigged,0,"{'?': 1.0007542426504639, 'election': 6.153291594497779, 'rigged': 8.190173521758819}",0,0,0,0,0.24774914979934692,2,4,3,0
666,1329,1330,Why hasn't Gayle Laakmann McDowell/careercup created a MOOC or a coding bootcamp?,"Is Gayle Laakmann McDowell planning on publishing any more books? If so, what is she working on?",0,1329,"Counter({'NN': 4, 'JJ': 2, 'DT': 2, 'WRB': 1, 'VBZ': 1, 'RB': 1, 'VBD': 1, 'CC': 1, '.': 1})",0,14,9,coding,1,"{'bootcamp': 8.595638629866983, 'careercup': 8.595638629866983, 'gayle': 8.190173521758819, ""hasn't"": 8.190173521758819, 'laakmann': 8.190173521758819, 'mcdowell': 8.190173521758819, 'mooc': 8.190173521758819}",1330,"Counter({'VBG': 3, 'IN': 3, 'VBZ': 2, 'RB': 2, '.': 2, 'JJ': 1, 'VBP': 1, 'DT': 1, 'JJR': 1, 'NNS': 1, ',': 1, 'WP': 1, 'PRP': 1})",0,19,10,it,1,"{'gayle': 8.190173521758819, 'laakmann': 8.190173521758819, 'mcdowell': 8.190173521758819, 'publishing': 8.190173521758819}",5,0,1,0,0.0868765115737915,12,2,2,0
667,1331,1332,What is fermentation? What are some products of fermentation?,What are some fermented products?,0,1331,"Counter({'NN': 2, '.': 2, 'WP': 1, 'VBZ': 1, 'WDT': 1, 'VBP': 1, 'DT': 1, 'NNS': 1, 'IN': 1})",0,10,12,fermentation,2,"{'?': 2.0015084853009277, 'fermentation': 17.191277259733965, 'products': 6.723836452965392}",1332,"Counter({'WDT': 1, 'VBP': 1, 'DT': 1, 'JJ': 1, 'NNS': 1, '.': 1})",0,5,9,fermented,1,"{'?': 1.0007542426504639, 'fermented': 8.595638629866983, 'products': 6.723836452965392}",5,0,3,1,0.6645090579986572,6,3,1,0
